id,name,definition
37633,H_DOC_PAGE_SERIAL_ID,The unique identifier of the page within a returned paper form.
613,H_DOC_SCAN_TSTP,The date/time when the completed form was scanned during the OCR process.
616,H_DOC_STEP_INT,The unique identifier of the status of the batch within iCADE paper processing.
614,H_DOC_TYPE_CODE,A code that identifies the type of the form.
606,H_DOC_UPD_ENUM_ID,The unique identifier of the paper-based questionnaire form used by an enumerator to capture a response for an individual reporting unit during a field-based Update/Enumerate session.
607,H_DOC_UPD_LEAVE_ID,The unique identifier of the paper-based questionnaire form left by an enumerator for mail-back by an individual reporting unit during a field-based Update/Leave session.
2467,H_FAC_KITCH_FRIDG_NO_IND,True if the housing unit has no  refrigerator; false otherwise.
2466,H_FAC_KITCH_FRIDG_YES_IND,True if the housing unit has A refrigerator; false otherwise.
2465,H_FAC_KITCH_STOVE_NO_IND,True if the housing unit has no stove or range; false otherwise.
2464,H_FAC_KITCH_STOVE_YES_IND,True if the housing unit has A stove or range; false otherwise.
2463,H_FAC_PLUMB_FAUCT_NO_IND,True if the housing unit has no sink with a faucet; false otherwise.
2462,H_FAC_PLUMB_FAUCT_YES_IND,True if the housing unit has A sink with a faucet; false otherwise.
2459,H_FAC_PLUMB_SHWR_NO_IND,True if the housing unit has no bathtub or shower; false otherwise.
2458,H_FAC_PLUMB_SHWR_YES_IND,True if the housing unit has A bathtub or shower; false otherwise.
2461,H_FAC_PLUMB_TOILET_NO_IND,True if the housing unit has no flush toilet; false otherwise.
2460,H_FAC_PLUMB_TOILET_YES_IND,True if the housing unit has A flush toilet; false otherwise.
2457,H_FAC_PLUMB_WATER_NO_IND,True if the housing unit has no Running water; false otherwise.
2456,H_FAC_PLUMB_WATER_YES_IND,True if the housing unit has Running water; false otherwise.
2531,H_HOMEVALUE_AMT_INT,Number representing the dollar value of the housing unit.
1984,H_INTVW_OUTCOME_CO_IND,True if the interview concluded with a case closeout since all contact attempts were exhausted; false otherwise.
1982,H_INTVW_OUTCOME_MOV_IND,True if the interview concluded with a determination that the unit's inhabitant had moved into the unit after Census Day; false otherwise.
3932,H_INTVW_OUTCOME_PI_IND,True if the interview concluded with a case partial interview since all contact attempts were exhausted; false otherwise.
1983,H_INTVW_OUTCOME_REF_IND,True if the interview concluded with the respondent refusing to respond to the questionnaire; false otherwise.
3933,H_INTVW_OUTCOME_REP_IND,True if the interview concluded with a case replacement since all contact attempts were exhausted; false otherwise.
1981,H_INTVW_OUTCOME_UHE_IND,True if the interview concluded with a determination that the unit's inhabitant's usual home is elsewhere; false otherwise.
3934,H_INTVW_OUTCOME_VDC_IND,True if the interview concluded with a case vacant delete check since all contact attempts were exhausted; false otherwise.
37647,H_LOC_MOST_NO_IND,True if the respondent does not usually live or stays in this unit; false otherwise.
37646,H_LOC_MOST_YES_IND,True if the respondent usually lives or stays in this unit; false otherwise.
2525,H_MNTH_CONDO_AMT_INT,Number representing the monthly condominium fee for this housing unit.
2527,H_MNTH_CONDO_NO_IND,True if this household is not a condominium; false otherwise.
2526,H_MNTH_CONDO_NONE_IND,True if this household has no condominium fee ; false otherwise.
2524,H_MNTH_CONDO_YES_IND,True if this household is a condominium; false otherwise.
2537,H_MNTH_CTP_IND,True if this household has a contract to purchase; false otherwise.
2509,H_MNTH_ELEC_AMT_INT,Number representing the average monthly payment for electricity.
2510,H_MNTH_ELEC_INC_IND,True if the monthly electric bill for this household is Included in rent or condominium fee; false otherwise.
2511,H_MNTH_ELEC_NC_IND,True if this household has No charge or electricity not used; false otherwise.
2512,H_MNTH_GAS_AMT_INT,Number representing the average monthly payment for gas.
2514,H_MNTH_GAS_INC_ELEC_IND,True if the monthly gas bill for this household is Included in electricity payment; false otherwise.
2515,H_MNTH_GAS_NC_IND,True if this household has No charge or gas not used; false otherwise.
2513,H_MNTH_GAS_RENT_IND,True if the monthly gas bill for this household is Included in rent or condominium fee; false otherwise.
2545,H_MNTH_HM_EQ_IND,True if a person in this household has a home equity loan; false otherwise.
2544,H_MNTH_INS_INCL_NO_IND,"True if  fire, hazard, typhoon or hurricane, or flood insurance not included in mortgage payment; false otherwise."
2543,H_MNTH_INS_INCL_YES_IND,"True if  fire, hazard, typhoon or hurricane, or flood insurance included in mortgage payment; false otherwise."
2539,H_MNTH_MORT_AMT_INT,Number representing the average monthly payment for mortgage.
2536,H_MNTH_MORT_IND,"True if this household has a mortgage, deed of trust, or similar debt; false otherwise."
2540,H_MNTH_MORT_NRP_IND,True if no regular mortgage payment require; false otherwise.
2549,H_MNTH_MORT2_HM_EQ_AMT_INT,Number representing the average monthly payment for a Second mortgage or a home equity loan.
2547,H_MNTH_MORT2_HM_EQ_IND,True if a person in this household has a second mortgage and home equity loan; false otherwise.
2548,H_MNTH_MORT2_HM_EQ_NO_IND,True if a person in this household has no second mortgage and home equity loan; false otherwise.
2550,H_MNTH_MORT2_HM_EQ_NRP_IND,True if a person in this household has no regular payments for a second mortgage and home equity loan; false otherwise.
2546,H_MNTH_MORT2_IND,True if a person in this household has a second mortgage; false otherwise.
2538,H_MNTH_NOMORT_IND,"True if this household has no a mortgage, deed of trust, or similar debt; false otherwise."
2519,H_MNTH_OTHERUTIL_AMT_INT,Number representing the average monthly payment for oil.
2520,H_MNTH_OTHERUTIL_INC_IND,"True if monthly charges for oil, coal, kerosene, wood, etc. are included in rent or condominium fee; false otherwise."
2521,H_MNTH_OTHERUTIL_NC_IND,"True if this household does not use or is not charged for oil, coal, kerosene, wood, etc.; false otherwise."
2528,H_MNTH_RENT_AMT_INT,Number representing the average monthly payment for rent.
2530,H_MNTH_RENT_MEALS_NO_IND,True if this household has no Meals Included in rent payments; false otherwise.
2529,H_MNTH_RENT_MEALS_YES_IND,True if this household has Meals Included in rent payments; false otherwise.
2542,H_MNTH_TAX_INCL_NO_IND,True if taxes are not included in mortgage payment; false otherwise.
2541,H_MNTH_TAX_INCL_YES_IND,True if taxes included in mortgage payment; false otherwise.
2516,H_MNTH_WATER_AMT_INT,Number representing the average monthly payment for water and sewer.
2517,H_MNTH_WATER_INC_IND,True if the monthly water bill for this household is Included in rent or condominium fee; false otherwise.
2518,H_MNTH_WATER_NC_IND,True if this household has No charge for water; false otherwise.
4885,H_MOVE_DATE_CODE,Collects date outmover moved out of sample address-can add a new date or select from previous dates given
4886,H_MOVE_DAY_INT,The day the householder moved into the unit.
2443,H_MOVE_MONTH_INT,The month the householder moved into the unit.
2444,H_MOVE_YEAR_INT,The year the householder moved into the unit.
2421,H_NOT_HOUSE_UNIT_IND,True if this housing unit was not a housing unit on Census Day; false otherwise.
676,H_NOT_HU_ENUM_CODE,"A code that identifies the reason the housing unit no longer exists as stated by the enumerator.  Exit code that will result in a ""Delete by Enumerator""."
674,H_NOT_HU_PRX_CODE,"A code that identifies the reason the housing unit no longer exists as stated by a proxy respondent.  Exit code that will result in a ""Delete by Proxy""."
3873,H_NOT_HU_PRX_DK_IND,"True if the proxy respondent indicates they ""Do Not Know"" why the address was not a housing unit; false otherwise"
37653,H_NOT_HU_PRX_IND,True if the housing unit is stated to no longer exist by a proxy respondent; false otherwise.
675,H_NOT_HU_PRX_OTH_TEXT,The detailed reason the housing unit no longer exists as stated by a proxy respondent.
3874,H_NOT_HU_PRX_REF_IND,True if the proxy respondent refuses to provide the reason the address was not a housing unit; false otherwise.
678,H_NRFU_STATUS_DK_IND,"True if the respondent states they ""Do Not Know"" the occupancy/vacancy status of the housing unit on Census day, in the event a full interview cannot be conducted; false otherwise."
677,H_NRFU_STATUS_EXIT_CODE,"A code that identifies occupancy status on Census day, as provided by a Census field enumerator as a final effort in the event a full interview cannot be conducted."
679,H_NRFU_STATUS_REF_IND,"True if the respondent refuses to provide the occupancy/vacancy status of the housing unit on Census day, in the event a full interview cannot be conducted; false otherwise."
638,H_OC_ELSE_DK_IND,"True if the respondent states they ""Do Not Know"" if any household member(s) lived elsewhere on Census day; false otherwise."
37645,H_OC_ELSE_NO_IND,True if household member(s) did not live elsewhere on Census day; false otherwise.
639,H_OC_ELSE_REF_IND,True if the respondent refuses to provide if any household member(s) lived elsewhere on Census day; false otherwise.
636,H_OC_ELSE_YES_IND,True if household member(s) lived elsewhere on Census day; false otherwise.
37642,H_OCC_BY_OTHER_YES_IND,True if the respondent states the unit is occupied by a different household of persons; false otherwise.
37640,H_OCC_CHECK_NO_IND,True if the housing unit is stated to not be occupied by a household member respondent after they are re-asked this question on the POPCOUNT screen; false otherwise.
37639,H_OCC_CHECK_YES_IND,True if the housing unit is stated to be occupied by a household member respondent after they are re-asked this question on the POPCOUNT screen; false otherwise.
624,H_OCC_DK_IND,"True if a household member respondent states they ""Do Not Know"" if the housing unit is occupied; false otherwise."
37636,H_OCC_DK_PRX_IND,"True if the proxy respondent states they ""Do Not Know"" if the housing unit is occupied; false otherwise."
58039,H_OCC_DKR_CODE,"Address verification, don’t know/refuse"
37638,H_OCC_NO_IND,True if the housing unit is stated to not be occupied by a household member respondent; false otherwise.
37635,H_OCC_NO_PRX_IND,True if the housing unit is stated to not be occupied by a proxy respondent; false otherwise.
58040,H_OCC_PRX_DKR_CODE,"Anyone living at residence, don't know/refuse"
625,H_OCC_REF_IND,True if a household member respondent refuses to state if the housing unit is occupied; false otherwise.
621,H_OCC_REF_PRX_IND,True if the proxy respondent refuses to state if the housing unit is occupied; false otherwise.
37637,H_OCC_YES_IND,True if the housing unit is stated to be occupied by a household member respondent; false otherwise.
37634,H_OCC_YES_PRX_IND,True if the housing unit is stated to be occupied by a proxy respondent; false otherwise.
652,H_ORIGROST_DK_IND,"True if the respondent states they ""Do Not Know"" the name of a person in the household; false otherwise."
653,H_ORIGROST_REF_IND,True if the respondent refuses to provide the name of a person in the household; false otherwise.
692,H_OWNER_DK_IND,"True if the respondent states they ""Do Not Know"" the name of the owner of the housing unit; false otherwise."
689,H_OWNER_NAME,The name of the owner of the housing unit.
691,H_OWNER_NONE_IND,True if the housing unit is not owned by anyone in the household; false otherwise.
693,H_OWNER_REF_IND,True if the respondent refuses to provide the name of the owner of the housing unit; false otherwise.
37658,H_OWNER_RENTER_NONE_IND,True if the housing unit is not owned or rented by anyone in the household; false otherwise.
2469,H_PHONE_NO_IND,True if the housing unit has no phone access; false otherwise.
2468,H_PHONE_YES_IND,True if the housing unit has phone access; false otherwise.
641,H_PROD_INCOMPLETE_CODE,A code that identifies the reason the Housing Unit was not completed during the original production operation.
640,H_PROD_OUTCOME_CODE,A code that identifies the outcome of the contact with the Housing Unit during the original production collection operation (as opposed to the Coverage Improvement collection operation).
695,H_RENTER_DK_IND,"True if the respondent states they ""Do Not Know"" the name of the primary renter of the housing unit; false otherwise."
690,H_RENTER_NAME,The name of the primary renter of the housing unit.
694,H_RENTER_NONE_IND,True if the housing unit is not rented by anyone in the household; false otherwise.
696,H_RENTER_REF_IND,True if the respondent refuses to provide the name of the primary renter of the housing unit; false otherwise.
656,H_ROSTCONF_NO_CHANGE_IND,True if no changes were needed for anyone on the roster confirm screen during the coverage improvement operation; false otherwise.
37648,H_ROSTER_LANGUAGE_CODE,A code that identifies the language of the content where the housing units data was captured.
651,H_ROSTREV_ADD_CNT,The number of persons added to the roster during the roster review process.
649,H_ROSTREV_DK_IND,"True if the respondent states they ""Do Not Know"" if the Roster Review screen is correct; false otherwise."
648,H_ROSTREV_NO_CHANGE_IND,True if no changes were needed for anyone on the roster review screen; false otherwise.
650,H_ROSTREV_REF_IND,True if the respondent refuses to provide if the Roster Review screen is correct; false otherwise.
646,H_ROSTREV_REMOVE_CNT,The number of persons removed from the roster during the roster review process.
644,H_RV_NO_CHANGE_IND,"True if the respondent selects ""No Change Necessary"" on the review screen for every roster member and never changes a demographic response from the review screen; false otherwise."
645,H_RV_REF_IND,True if the respondent refuses to provide changes for any responses related to the Housing Unit on the review screen; false otherwise.
2418,H_SEASONAL_IND,"True if this housing unit is a seasonal, recreational, or held for occasional use; false otherwise."
2508,H_SEWAGE_SRC_OTHER_IND,True if the housing unit disposed of sewage via a Other source; false otherwise.
2506,H_SEWAGE_SRC_PUBLIC_IND,True if the housing unit disposed of sewage via a Public sewer; false otherwise.
2507,H_SEWAGE_SRC_TANK_IND,True if the housing unit disposed of sewage via a Septic tank or cesspool; false otherwise.
37651,H_SIZE_CALCULATED_INT,"The count of the number of people residing in the housing unit on Census day, as established by the digital roster of people in the housing unit."
37928,H_SIZE_CHECK_CNT,"The population count for the housing unit, as stated by the respondent when asked about a count discrepancy"
37924,H_SIZE_CHECK_CODE,A code that identifies the version of the household population count that the respondent indicated is correct when asked about a count discrepancy
659,H_SIZE_EST_NRFU_CNT,"The count of the number of people residing in the housing unit on Census day, as provided by a Census field enumerator as a final effort in the event a full interview cannot be conducted."
660,H_SIZE_EST_NRFU_DK_IND,"True if the respondent states they ""Do Not Know"" an estimate for the number of people residing in the housing unit on Census day, in the event a full interview cannot be conducted; false otherwise."
661,H_SIZE_EST_NRFU_REF_IND,"True if the respondent refuses to provide an estimate for the number of people residing in the housing unit on Census day, in the event a full interview cannot be conducted; false otherwise."
37650,H_SIZE_STATED_BY_ENUM_INT,"The count of the number of people residing in the housing unit on Census day, as stated by the enumerator."
665,H_SIZE_STATED_CI_CNT,"The count of the number of people residing in the housing unit on Census day, as stated by the respondent or proxy respondent during the Coverage Improvement operation."
37649,H_SIZE_STATED_CNT,"The count of the number of people residing in the housing unit on Census day, as stated by the respondent or proxy respondent.  This count is a static number that does not change when the number of names on the roster change.  This count is established per the Census instructions and should include the undercount persons and not include the overcount persons.  The Census instructions are as follows: (1) Count all people, including babies, who live and sleep here most of the time. (2) If someone who has no permanent place to stay is staying here on <Census Day>, count that person. (3) Do not count anyone living away either at college or in the Armed Forces. (4) Do not count anyone in a nursing home, jail, prison, detention facility, etc., on <CENSUS DAY>."
663,H_SIZE_STATED_DK_IND,"True if the respondent states they ""Do Not Know"" the count of the number of people residing in the housing unit on Census day; false otherwise."
664,H_SIZE_STATED_REF_IND,True if the respondent refuses to provide the count of the number of people residing in the housing unit on Census day; false otherwise.
2523,H_SNAP_NO_IND,"True if someone in this housing unit did not receive benefits from the Food Stamp Program, SNAP (the Supplemental Nutrition Assistance Program), or NAP (Nutrition Assistance Program); false otherwise."
2522,H_SNAP_YES_IND,"True if someone in this housing unit received benefits from the Food Stamp Program, SNAP (the Supplemental Nutrition Assistance Program), or NAP (Nutrition Assistance Program); false otherwise."
680,H_TENURE_CODE,A code that identifies the type of ownership or tenureship of a housing unit.
686,H_TENURE_DK_IND,"True if the respondent states they ""Do Not Know"" the type of ownership or tenureship of a housing unit; false otherwise."
58041,H_TENURE_DKR_CODE,"Financial status of residence, don't know/refuse"
37657,H_TENURE_OCC_NOPAY_IND,True if a house is occupied without payment; false otherwise.
37655,H_TENURE_OWNED_FREE_IND,True if a house is owned without a mortgage; false otherwise.
37654,H_TENURE_OWNED_MORT_IND,True if a house is owned with a mortgage; false otherwise.
687,H_TENURE_REF_IND,True if the respondent refuses to provide the type of ownership or tenureship of a housing unit; false otherwise.
37656,H_TENURE_RENTED_IND,True if a house is rented; false otherwise.
681,H_TENURE_TEXT,The type of ownership or tenureship of a housing unit.
58017,H_TIMECAPSULE_TEXT,A message for future generations
714,H_UC_ADD_CNT,A count of the number of people living in the house that were not included in the household count.
708,H_UC_ADD_DK_IND,"True if the respondent states they ""Do Not Know"" if additional people were staying in the housing unit on Census day; false otherwise."
58042,H_UC_ADD_DKR_CODE,"Update the household count, don't know/refuse"
37664,H_UC_ADD_NO_IND,True if no additional people were staying in the housing unit on Census day.  The Respondent will not be adding additional people to the original roster; false otherwise.
712,H_UC_ADD_NOPERM_DK_IND,"True if the respondent states they ""Do Not Know""  if any person in the house that was not included in the household count has no permanent address; false otherwise."
711,H_UC_ADD_NOPERM_NO_IND,True if all persons in the house that were not included in the household count all have an alternate permanent address; false otherwise.
713,H_UC_ADD_NOPERM_REF_IND,True if the respondent refuses to provide  if any person in the house that was not included in the household count has no permanent address; false otherwise.
710,H_UC_ADD_NOPERM_YES_IND,True if at least one person in the house that was not included in the household count has no permanent address; false otherwise.
709,H_UC_ADD_REF_IND,True if the respondent refuses to provide if additional people were staying in the housing unit on Census day; false otherwise.
37663,H_UC_ADD_YES_IND,True if additional people were staying in the housing unit on Census day; false otherwise.
717,H_UC_ANY_DK_IND,"True if the respondent states they ""Do Not Know""  if any person is living in the house and was not included in the household count; false otherwise."
716,H_UC_ANY_NO_IND,True if all persons living in the house were included in the household count; false otherwise.
718,H_UC_ANY_REF_IND,True if the respondent refuses to provide  if any person is living in the house and was not included in the household count; false otherwise.
715,H_UC_ANY_YES_IND,True if at least one person is living in the house that was not included in the household count; false otherwise.
37659,H_UC_CHILDREN_IND,True if additional  people were staying in the housing unit on Census day; false otherwise.
699,H_UC_CHILDREN_NO_IND,"True if additional Children, such as newborn babies or foster children were not staying in the house on Census day; false otherwise."
698,H_UC_CHILDREN_YES_IND,"True if additional Children, such as newborn babies or foster children were staying in the housing unit on Census day; false otherwise."
37661,H_UC_NONRELATIVES_IND,"True if additional Nonrelatives, such as roommates or live-in babysitters were staying in the housing unit on Census day; false otherwise."
703,H_UC_OTHER_NO_IND,True if additional  people were not staying in the house on Census day; false otherwise.
702,H_UC_OTHER_YES_IND,True if additional  people were staying in the housing unit on Census day; false otherwise.
37660,H_UC_RELATIVES_IND,True if additional  people were staying in the housing unit on Census day; false otherwise.
37662,H_UC_TEMPORARY_IND,True if additional people were staying temporarily in the housing unit on Census day; false otherwise.
666,H_UNIT_STATUS_DUP_IND,True if the housing unit is identified as a duplicate housing unit; false otherwise.
667,H_UNIT_STATUS_EMPTY_IND,True if the housing unit site is identified as an empty site; false otherwise.
668,H_UNIT_STATUS_NONRES_IND,True if the housing unit is identified as non-residential; false otherwise.
37652,H_UNIT_STATUS_SURV_ID,The unique identifier of the survivor record of the housing unit site.
670,H_UNIT_STATUS_UNABLE_IND,True if the enumerator was unable to locate the housing unit; false otherwise.
671,H_UNIT_STATUS_UNINHAB_IND,"True if the housing unit is identified as being uninhabitable, demolished, or burned out; false otherwise."
672,H_UNIT_STATUS_VAC_UHE_IND,True if the housing unit is identified as being vacant due to the usual home of the owner being elsewhere; false otherwise.
2455,H_UNIT_TOTBEDROOMS_INT,Number representing the total number of bedrooms in the housing unit.
2454,H_UNIT_TOTROOMS_INT,Number representing the total number of rooms in the housing unit.
728,H_VAC_DK_IND,"True if the respondent states they ""Do Not Know"" the reason the housing unit was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
58043,H_VAC_DKR_CODE,"Vacancy reason, don't know/refuse"
37665,H_VAC_FORRENT_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37667,H_VAC_FORSALE_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each "
37670,H_VAC_MIGRANT_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37671,H_VAC_OTHER_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
727,H_VAC_OTHER_TEXT,A description of the reason the housing unit was vacant.
719,H_VAC_REASON_CODE,A code that identifies the reason the housing unit was vacant.
729,H_VAC_REF_IND,"True if the respondent refuses to provide the reason the housing unit was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37666,H_VAC_RENTNOTOCC_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37669,H_VAC_SEASON_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37668,H_VAC_SOLDNOTOCC_IND,"True if the reason the housing unit was vacant was that it was vacant; false otherwise. For VACANT DESCRIPTION on a NRFU case, group tags are N/A, but for MU ANYONE on a manager visit case, the group tags are needed to link to the solicitation ID of each child unit associated with the manager visit"
37644,H_VAC_YES_IND,True if the housing unit is stated to be vacant by a proxy respondent; false otherwise.
2420,H_VACANT_IND,True if this housing unit was vacant on Census Day; false otherwise.
2499,H_VEHICLE_FIVE_IND,True if the number of vehicles in the housing unit is 5; false otherwise.
2498,H_VEHICLE_FOUR_IND,True if the number of vehicles in the housing unit is 4; false otherwise.
2494,H_VEHICLE_NONE_IND,True if the number of vehicles in the housing unit is None; false otherwise.
2495,H_VEHICLE_ONE_IND,True if the number of vehicles in the housing unit is 1; false otherwise.
2500,H_VEHICLE_SIXPLUS_IND,True if the number of vehicles in the housing unit is 6 or More; false otherwise.
2497,H_VEHICLE_THREE_IND,True if the number of vehicles in the housing unit is 3; false otherwise.
2496,H_VEHICLE_TWO_IND,True if the number of vehicles in the housing unit is 2; false otherwise.
2505,H_WATER_SRC_OTHER_IND,True if the housing unit obtained water from Some other source; false otherwise.
2501,H_WATER_SRC_PUBLIC_IND,True if the housing unit obtained water from A public system; false otherwise.
2504,H_WATER_SRC_SM_GS_IND,True if the housing unit obtained water from A supermarket or grocery store; false otherwise.
2502,H_WATER_SRC_TANK_IND,True if the housing unit obtained water from A cistern; false otherwise.
2503,H_WATER_SRC_VENDOR_IND,True if the housing unit obtained water from A delivery vendor or water truck; false otherwise.
2534,H_YR_INS_AMT_INT,Number representing the yearly payment for hazard insurance.
2535,H_YR_INS_NONE_IND,"True if this household has no annual payment for fire, hazard, typhoon or hurricane, and flood insurance; false otherwise."
2551,H_YR_MOBHOME_BOAT_AMT_INT,"Number representing the yearly payment for installment loan payments, personal property taxes, site rent, marina fee, registration fees, and license fees."
2532,H_YR_TAXES_AMT_INT,Number representing the yearly payment for annual real estate taxes.
2533,H_YR_TAXES_NONE_IND,True if Number representing the average monthly payment for annual real estate taxes; false otherwise.
3199,HB_IDENTIFICATION_NUMBER,"SSN of the original enrollee in this FEHB plan  REQUIRED for annuitants Only All other agencies, blank."
30866,HCAF##,Calibration Adjustment Factor with range [0-80]
4878,HHLDRACE,Edited QRACEX of Householder
3333,HHLDRAGE,Edited Age of Householder.
3334,HHNOREL,Number of Nonrelatives in Household.
3335,HHRACE,A code that identifies Race of Householder.
4866,HHSEX,Sex of Householder
4881,HHSIZE,Population Count
4877,HHSPAN,Hispanic Householder
3336,HHT,A code that identifies Household/Family Type.
3337,HHT2,A code that identifies Household Type NEW.
2783,HINSW,"Health Insurance coverage, write-in."
3338,HISP_CUBAN,"True if Hispanic, Cuban; false otherwise."
3339,HISP_MEXICAN,"True if Hispanic, Mexican; false otherwise."
3340,HISP_NO,True if Not Hispanic; false otherwise.
3341,HISP_OTHER,"True if Hispanic, Other; false otherwise."
3342,HISP_OTHER_CODE1,A code that identifies Hispanic origin coded value (1 of 6).
3343,HISP_OTHER_CODE2,A code that identifies Hispanic origin coded value (2 of 6).
3344,HISP_OTHER_CODE3,A code that identifies Hispanic origin coded value (3 of 6).
3345,HISP_OTHER_CODE4,A code that identifies Hispanic origin coded value (4 of 6).
3346,HISP_OTHER_CODE5,A code that identifies Hispanic origin coded value (5 of 6).
3347,HISP_OTHER_CODE6,A code that identifies Hispanic origin coded value (6 of 6).
3348,HISP_OTHER_TEXT,"Hispanic, Latino, or Spanish write-in."
3349,HISP_PUERTORICAN,"True if Hispanic, Puerto Rican; false otherwise."
3350,HISP_TEXT,GQ eResponse Hispanic origin write-in.
3351,HISP_TEXT_CODE1,A code that identifies GQ eResponse Hispanic origin coded value (1 of 6).
3352,HISP_TEXT_CODE2,A code that identifies GQ eResponse Hispanic origin coded value (2 of 6).
3353,HISP_TEXT_CODE3,A code that identifies GQ eResponse Hispanic origin coded value (3 of 6).
3354,HISP_TEXT_CODE4,A code that identifies GQ eResponse Hispanic origin coded value (4 of 6).
3355,HISP_TEXT_CODE5,A code that identifies GQ eResponse Hispanic origin coded value (5 of 6).
3356,HISP_TEXT_CODE6,A code that identifies GQ eResponse Hispanic origin coded value (6 of 6).
3357,HISP_YES,True if Hispanic; false otherwise.
3216,HOME_STREET_1_TEXT,Home/Foreign Street Line 1
3217,HOME_STREET_2_TEXT,Home/Foreign Street Line 2
3108,HOME_ZIP,"5 REQUIRED, 4 Optional  Examples: 31206, 312064204."
3035,HOUSEHOLD_PARTICIPATION,"Total Responding Households divided by ""Mailing #1 Delivered""."
3039,HOUSEHOLD_RESP,"Total Responding Households divided by ""Mailing #1 Workload""."
2328,HOUSING,"Provides the count, for this geographic area, of the actual number of valid decennial addresses that are being transmitted as part of this delivery includes housing units, group quarters, and transient locations."
3005,HOUSING_CUR_CNT,Current housing unit count.
3006,HOUSING_DEC_CNT,Decennial Housing Unit Count.
3018,HQ_CLOSEOUT_CODE,HQ Closeout Flag. Status of Geocoding done for the applicant.. A = Auto Geo Coded C = Completed Manual Geo Coding F = Fail to Manual Geo Code M = Set for Manual Geo Code N = Not yet Geo Coded
2146,HTEDEL,Include in IFALMI Flag.
733,HTTP_BROWSER_TYPE_TEXT,Browser type of visit.
730,HTTP_COOKIE_VISIT_CNT,Visit number for this visitor within the lifespan of the current cookie.
732,HTTP_DEVICE_TYPE_TEXT,"Device type of visit (or ""other"" for non-mobile devices)."
735,HTTP_EVENT_TSTP,Microsecond timestamp of page view/event.
736,HTTP_EVENT_TYPE_CODE,"A code that identifies Type of event (button click, page view, survey completion, etc.)."
740,HTTP_FLD_KEYSTROKE_CNT,The number of keystrokes the user pressed during the time the field was in focus.
737,HTTP_FLD_NAME,The name of the HTML input field within the web form on a screen.
738,HTTP_FLD_VAL_FOCUS_TEXT,The starting value of the input field at the time when the user clicked on the field.
739,HTTP_FLD_VAL_UNFOCUS_TEXT,The ending value of the input field at the time when the user clicked the mouse focus off of the field.
741,HTTP_FORM_NAME,"The name of the HTML form within the screen, used to uniquely identify field names that may overlap across forms within a single screen."
734,HTTP_IP_LOC_TEXT,"Geographic location of visitor, usually resolved to a City."
763,HTTP_LAST_ACTIVE_TSTP,The timestamp of when the HTTP Session was last active on the client.
744,HTTP_LINK_NAME,The name of the link that the user clicked.
745,HTTP_LINK_TARGET_URL,The target of the link the user clicked.
747,HTTP_LOGIN_FAILURE_CNT,The number of previous failed login attempts prior to the current login attempt.
746,HTTP_LOGIN_SUCCESS_IND,True if the user successfully logged into the instrument; false otherwise.
748,HTTP_NAV_LAST_SCREEN_TEXT,The name of the screen where the respondent last changed the reference person's sex value.
753,HTTP_PAGE_ERROR_CODE,A code that identifies the error encountered within a page visit within an HTTP session.
752,HTTP_PAGE_ERROR_MSG_TEXT,Error message displayed on page (single message can be associated with multiple events as long as it is displayed on the screen).
759,HTTP_PAGE_EXIT_LANG_CODE,A code that identifies the language used to present the screen content at the screen exit time.
758,HTTP_PAGE_EXIT_TSTP,"The timestamp when the screen is exited, due to navigation or application termination."
761,HTTP_PAGE_EXIT_WIN_HT_INT,The height of the browser window at screen exit time.
